variant,variant_type,w_coverage,w_continuity,w_stability,w_plausibility,w_temporal_consistency,threshold_A,threshold_B,threshold_C,grade_exact_agreement,grade_adjacent_agreement,quadratic_weighted_kappa,score_spearman_vs_base,scenario_rank_spearman_vs_base,top_failure_same_as_base,bottom_failure_same_as_base,exact_failure_order_same_as_base,failure_order
random_weight_threshold_0717,random_weight_threshold,0.3557229212667473,0.2303519926294036,0.1935681155334135,0.09323327430685,0.1271236962635855,83.54419432085096,76.46710464746029,58.887978054255846,0.9292035398230089,1.0,0.966874312935141,0.9990934193891812,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0718,random_weight_threshold,0.2698518794472728,0.2599969186239438,0.1854704120327125,0.159451845009159,0.1252289448869117,85.27530876344166,72.68400655968232,57.88687667730191,0.8672566371681416,1.0,0.9335215907753852,0.9965899261427906,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0719,random_weight_threshold,0.3015619609601664,0.235806575276954,0.2198596909202747,0.0793871486143495,0.1633846242282551,82.55071532946069,78.13000464242185,60.64192909419191,0.7787610619469026,1.0,0.9019539791066532,0.999650675360969,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0720,random_weight_threshold,0.2838242658215393,0.2214509057808791,0.164500510982023,0.1184927493154318,0.2117315681001267,85.38597301461184,77.59039099015112,61.6540317108816,0.9026548672566372,1.0,0.9541751152073732,0.99656497438286,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0721,random_weight_threshold,0.3251664457882788,0.1641473942559107,0.2577999679702655,0.1047560915331587,0.1481301004523861,83.02878437384203,77.98158977973833,55.57446998764092,0.8053097345132744,1.0,0.9091042047531992,0.9913583738106329,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0722,random_weight_threshold,0.3074110530317525,0.2732211363424495,0.1975323107166882,0.0916753674492685,0.1301601324598411,84.49323813206394,73.61654519313917,54.96160406549581,0.9469026548672568,1.0,0.9730588889771914,0.9972303546476812,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0723,random_weight_threshold,0.410147237157707,0.1736820180445845,0.1062010632571573,0.0858636313504141,0.2241060501901367,82.65836069017514,76.70922404081014,65.00059195244597,0.5221238938053098,1.0,0.8255873778082662,0.986842105263158,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0724,random_weight_threshold,0.4893246587346552,0.1523145842314564,0.151449066511501,0.0760469204897107,0.1308647700326764,87.82457340148287,74.14385548183054,56.12313184293594,0.7256637168141593,1.0,0.8535106427466231,0.9980121764588464,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0725,random_weight_threshold,0.3628849125023416,0.1981672178589212,0.2256686503357794,0.0833767153148742,0.1299025039880834,83.17402923117479,73.81444337140843,60.39783770933696,0.9203539823008848,1.0,0.9637730203398284,0.9984114046177393,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0726,random_weight_threshold,0.2491144895464943,0.1551856278363209,0.2943913675612303,0.1112505300534859,0.1900579850024684,84.24554207471519,75.04496929897762,59.911190425269766,0.8938053097345132,1.0,0.9492476981810016,0.9843801982833192,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0727,random_weight_threshold,0.3512322657185877,0.1730351769558963,0.1909871670309172,0.13689864677454,0.1478467435200586,85.75673627627388,73.90053009805077,60.40580118030628,0.8584070796460177,1.0,0.9303221828271928,0.999243129948766,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0728,random_weight_threshold,0.3292771309030957,0.2378672828694437,0.1896352075724084,0.1002351521057233,0.1429852265493287,86.14127578383145,75.96013311656495,61.57060501240421,0.8672566371681416,1.0,0.9363093225115544,0.998843901789873,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0729,random_weight_threshold,0.3103231969517516,0.2574102513303394,0.2147837558653278,0.0794631665049578,0.1380196293476232,85.51503534194084,72.19482864222184,59.33622396509178,0.8407079646017699,1.0,0.9227849062333916,0.9982367422982236,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0730,random_weight_threshold,0.3173265100316502,0.220468947761912,0.1692957546938224,0.1189802187133882,0.1739285687992271,85.73503802935547,73.42133575455439,60.33917261847057,0.8672566371681416,1.0,0.9343354123891062,0.9979622729389848,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0731,random_weight_threshold,0.4259784347929368,0.1990164785615515,0.1765476394287828,0.0792346761762515,0.1192227710404772,84.61013111885681,77.56389641511417,57.448606566816025,0.8761061946902655,1.0,0.9410185668481098,0.9990435158693194,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0732,random_weight_threshold,0.2908669806119754,0.149766139067223,0.2402613940188122,0.0925654558449353,0.2265400304570539,88.2637856196155,75.69967483884294,64.40577367901903,0.8230088495575221,1.0,0.9111565374636372,0.9956999800385922,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0733,random_weight_threshold,0.3009460204116955,0.1736876513302311,0.2283902295762717,0.0986868377783592,0.1982892609034424,82.3031525686002,77.64080757184499,62.37405173761506,0.8230088495575221,1.0,0.9230087892621108,0.9981119834985696,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0734,random_weight_threshold,0.4372840376729855,0.1137036946336508,0.1811413797826709,0.0940405516175108,0.1738303362931818,85.5949531409403,74.95235766539287,59.31525127013549,0.6548672566371682,1.0,0.8352215367358384,0.9960992081974852,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0735,random_weight_threshold,0.408779755784401,0.1072982086100768,0.2552346230031312,0.0597001135112983,0.1689872990910923,84.46131635676011,77.00020651649314,60.917974840372,0.8230088495575221,1.0,0.9190602392378768,0.9817768979972056,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0736,random_weight_threshold,0.4275064698217589,0.1983466741108643,0.1273515106651921,0.1065562008551136,0.140239144547071,85.22689045246234,78.9597333454457,57.39376215583344,0.7433628318584071,1.0,0.8778196189552963,0.9946436888681884,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0737,random_weight_threshold,0.3617157925274323,0.1660557393297427,0.2143508803461277,0.1107237000180729,0.1471538877786243,86.83223183721283,74.74861060141454,58.3477542399836,0.8938053097345132,1.0,0.9438648782911078,0.9978957349125024,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0738,random_weight_threshold,0.4612850048144276,0.1362363969431314,0.1440652995538859,0.1084060037492789,0.1500072949392761,84.00663867884374,71.93427173263674,62.0898067796933,0.4424778761061947,1.0,0.7732730341730629,0.9973384789407148,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0739,random_weight_threshold,0.3135422913680288,0.208659763660077,0.2272172236974593,0.1055018699676831,0.1450788513067515,87.80172802619788,74.01354399213085,60.32142608411144,0.8849557522123894,1.0,0.9403063919704172,0.9989021225630448,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0740,random_weight_threshold,0.2600390821392415,0.2615134847328615,0.201661143952636,0.0954812773999727,0.1813050117752882,89.3929672253664,75.5515693443107,61.69834421444462,0.6991150442477876,1.0,0.8447425846601471,0.9982450595515338,0.942857142857143,True,True,False,stuck_sensor > gaussian_noise > spike_noise > outage_block > time_shift > random_missing
random_weight_threshold_0741,random_weight_threshold,0.431633664902247,0.1710004436133254,0.1477680261037711,0.0541917869989468,0.1954060783817094,85.12253195280626,75.04608595371266,59.6943438962696,0.7433628318584071,1.0,0.8788405368432728,0.9954338279326638,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0742,random_weight_threshold,0.3226283979108835,0.1854002678501208,0.1935225177295758,0.1201537981574324,0.1782950183519871,88.3931214831376,76.42545913125417,56.63336526928903,0.8672566371681416,1.0,0.9254125412541254,0.9997255306407612,0.942857142857143,False,True,False,spike_noise > stuck_sensor > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0743,random_weight_threshold,0.306755377180567,0.194695573130446,0.2451387038934236,0.1071347640103009,0.1462755817852623,82.58775940850354,73.26768177806547,65.11586755071785,0.8141592920353983,1.0,0.9218868297178971,0.9964901191030676,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0744,random_weight_threshold,0.4060076666942464,0.2024388960774842,0.1642641842413536,0.1073330039639377,0.119956249022978,85.94843619776864,76.32719191413821,61.49680333181343,0.9380530973451328,1.0,0.9698838758804492,0.9983531838445676,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0745,random_weight_threshold,0.3619809705358314,0.1592555495372242,0.1945963436177989,0.0525452400949403,0.2316218962142052,84.44908687454593,72.26509630580813,60.52124591046091,0.7876106194690266,1.0,0.9042643321095736,0.99812861800519,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0746,random_weight_threshold,0.4307593347605523,0.1208633971936308,0.2168033941858341,0.1128366786294306,0.1187371952305521,87.47383857180934,73.54984864486941,60.249263232104624,0.7699115044247787,1.0,0.8777565116085546,0.990426841439883,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0747,random_weight_threshold,0.4019717100461207,0.1462373521656692,0.1776564611144644,0.1176768595978228,0.1564576170759226,86.48626181636884,75.48870579590407,61.19920505902591,0.7610619469026548,1.0,0.8841641672045256,0.9987856810167012,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0748,random_weight_threshold,0.4099554600835002,0.2240524747936792,0.13345864673221,0.0834840043954289,0.1490494139951815,84.4778963074531,74.07260307255079,61.46067902455275,0.7699115044247787,1.0,0.8986057426836003,0.9944024885221904,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0749,random_weight_threshold,0.3922651411617819,0.1851769007036999,0.2070954769211473,0.0735119767484501,0.1419505044649205,85.05582787315201,76.47391798968847,54.89851275803745,0.9203539823008848,1.0,0.95841681318232,0.9993429369884892,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0750,random_weight_threshold,0.43642970919169,0.1571063460147547,0.1980891065431386,0.0709299309570011,0.1374449072934156,84.89084247946235,73.1845609863041,60.55946392265464,0.7610619469026548,1.0,0.8898357104170428,0.9981785215250516,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0751,random_weight_threshold,0.3658380175533048,0.1965381956503381,0.1565424199473108,0.1191023211681613,0.1619790456808848,82.5531193503161,71.43411384437195,63.48982814230507,0.6371681415929203,1.0,0.8568515371543334,0.9975547275267818,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0752,random_weight_threshold,0.4272556029006711,0.1392937854397608,0.1816439792461427,0.1028798526821974,0.1489267797312277,85.91204018271684,78.01028984285678,60.63082514595352,0.8230088495575221,1.0,0.9145880574452004,0.9981535697651208,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0753,random_weight_threshold,0.2785434163373472,0.2414592613788201,0.2538480307309921,0.1052594016321928,0.1208898899206478,85.80410564991202,75.98993454296156,61.73308815735942,0.7079646017699115,1.0,0.8584443685229473,0.9954005589194226,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0754,random_weight_threshold,0.3938127110101427,0.183196549437673,0.1808914766553639,0.0977791906207082,0.1443200722761123,86.74090812187053,77.61050306664004,57.49313481780878,0.8938053097345132,1.0,0.9423175089331292,0.9996174063477276,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0755,random_weight_threshold,0.3443615820694393,0.1737906069546888,0.148559113659776,0.1358819239749404,0.1974067733411554,86.57439331438553,73.03751546395925,59.603930058892125,0.7699115044247787,1.0,0.8812545469242583,0.9964901191030676,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0756,random_weight_threshold,0.3642559691070224,0.1744444866743934,0.2367391631022214,0.0883902789957411,0.1361701021206215,85.89715369453987,74.70297178966695,59.9954306675715,0.9469026548672568,1.0,0.9731229683659716,0.9958081043316256,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0757,random_weight_threshold,0.2494156730875048,0.2457894851331991,0.2479193697993928,0.1025453551922366,0.1543301167876665,82.46685809955389,78.8356591004731,63.314979109108165,0.6637168141592921,1.0,0.8506642554079433,0.997288575420853,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0758,random_weight_threshold,0.3329829413003746,0.2200881901600375,0.2393776460803601,0.0881002194821496,0.119451002977078,82.99789202637554,75.63593099767469,61.584079908837424,0.8938053097345132,1.0,0.9508553203827196,0.9974050169671967,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0759,random_weight_threshold,0.2776323238161068,0.2222572827295404,0.2592306162664989,0.0848915256988689,0.1559882514889848,84.16350286422109,72.29797712053205,62.651110290842006,0.8495575221238938,1.0,0.9301124167788408,0.9966398296626524,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0760,random_weight_threshold,0.3268458966108673,0.1947275345724871,0.1687474566770359,0.110873951170486,0.1988051609691235,88.405569278027,77.3818298550454,55.76553050183325,0.831858407079646,1.0,0.9017436272939452,0.998062079978708,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0761,random_weight_threshold,0.2669383735911853,0.1703497538108598,0.2532452192526325,0.1178119482064494,0.1916547051388729,83.65674850743171,76.4228109888668,58.65725991029582,0.8849557522123894,1.0,0.9457513202112338,0.9950845032936324,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0762,random_weight_threshold,0.3140239824143536,0.1695885667285473,0.2144763117438973,0.1677641210150517,0.13414701809815,80.72589568973261,77.03282504746029,59.692038867554494,0.7522123893805309,1.0,0.8981654328934664,0.9964901191030676,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0763,random_weight_threshold,0.4289429489114513,0.1579812246654978,0.2505365230727033,0.0680174309577911,0.0945218723925562,80.61113778236928,77.51576963664262,60.63511753018834,0.7876106194690266,1.0,0.9102343439692836,0.9876987823541156,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0764,random_weight_threshold,0.4332312612063455,0.1429819120839607,0.1871730996474492,0.1330305209218391,0.1035832061404055,83.84478054031956,71.25905835732175,58.788580495719664,0.5132743362831859,1.0,0.7824412783981517,0.9962156497438288,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0765,random_weight_threshold,0.274700152181824,0.2135755032580905,0.2543493771133119,0.089784237985305,0.1675907294614684,83.64736786173236,78.64104666053738,56.52734209547704,0.7876106194690266,1.0,0.8948837209302325,0.997380065207266,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0766,random_weight_threshold,0.2682219805816371,0.2575226344011905,0.164760316670405,0.1505249574847227,0.1589701108620445,88.19783797886282,71.73304757364717,61.53902187545539,0.672566371681416,1.0,0.8415507636336075,0.9964485328365162,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0767,random_weight_threshold,0.3938162078005094,0.2262609836655187,0.141181423827064,0.0773620404650897,0.161379344241818,83.18315224680761,69.72683086939121,62.42858589040502,0.672566371681416,1.0,0.8662122812070014,0.994568833588396,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0768,random_weight_threshold,0.3561881367596849,0.2034788270437095,0.1873756783994224,0.0908380058011055,0.1621193519960776,83.58740935131011,75.33529908666083,60.12659182500249,0.911504424778761,1.0,0.9601326559412928,0.9996007718411072,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0769,random_weight_threshold,0.4451363312802806,0.1675262028933299,0.1664974754451962,0.0709232119684719,0.1499167784127211,90.0,76.48683579121649,60.78247108708306,0.7699115044247787,1.0,0.8687103405130039,0.9985361634173932,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0770,random_weight_threshold,0.3855477980539261,0.2443696378277914,0.1535169506263765,0.0720114481479337,0.1445541653439723,83.64003472180039,77.86329743071785,63.40580950900978,0.8141592920353983,1.0,0.9223875715453802,0.9957665180650744,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0771,random_weight_threshold,0.3449354901805184,0.2343457910870011,0.1322670158469911,0.1011409904832031,0.1873107124022861,84.07208707697171,74.73333199378061,57.7309872190442,0.7876106194690266,1.0,0.9034944132090242,0.993013507219376,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0772,random_weight_threshold,0.4113704188413769,0.2314005157653978,0.1535191624685082,0.0808529518597382,0.1228569510649787,88.19872905497975,70.8787528727587,61.77378430178156,0.7610619469026548,1.0,0.8736174972039269,0.9964485328365162,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0773,random_weight_threshold,0.3554909150683613,0.1517478329922807,0.2138062035291638,0.1344023297244412,0.1445527186857529,82.87595702021314,76.3115331241295,57.10972416920992,0.7610619469026548,1.0,0.8888079011625788,0.9959162286246592,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0774,random_weight_threshold,0.3525913528894305,0.166593068684948,0.202082900781163,0.0868188510019181,0.1919138266425403,84.4534901644634,69.31470749413499,53.96819475847319,0.672566371681416,1.0,0.8421608969761033,0.999184909175594,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0775,random_weight_threshold,0.3819589546148749,0.1226740690552106,0.1888037206400378,0.1392547546226106,0.167308501067266,85.55871781398683,77.58015061675495,60.08188270528862,0.7787610619469026,1.0,0.8935368381383079,0.995758200811764,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0776,random_weight_threshold,0.358052820419791,0.2373024074341893,0.1362014091819948,0.1324632489877065,0.1359801139763185,85.22863889343498,71.87603692175433,58.68815917176634,0.8407079646017699,1.0,0.921702979444145,0.9951177723068734,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0777,random_weight_threshold,0.3399102604567601,0.203276952417763,0.1485350010010263,0.1189124448995084,0.189365341224942,83.81673884971147,76.85371465652409,54.6718107704216,0.7433628318584071,1.0,0.8798445348879844,0.9958330560915564,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0778,random_weight_threshold,0.3393052665341185,0.2256745173516912,0.1602424618149442,0.1407048867899925,0.1340728675092533,84.53435334945485,72.93754962539317,62.86758135146913,0.7876106194690266,1.0,0.9067464410975862,0.9975131412602304,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0779,random_weight_threshold,0.3539408340464041,0.2199767506545197,0.1404852384542864,0.0826251050067799,0.20297207183801,84.32175167528585,76.45048687158425,58.7779271241637,0.831858407079646,1.0,0.923313212129871,0.993978308603367,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0780,random_weight_threshold,0.3287623299775109,0.1986114792125247,0.2263763702136119,0.0973456473317273,0.148904173264625,83.42047306377029,74.80519691587374,59.17445085032354,0.9292035398230089,1.0,0.967519402127048,0.998868853549804,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0781,random_weight_threshold,0.3309723531910654,0.2387519404089401,0.2043900299847335,0.0667719883094315,0.1591136881058292,85.85582716154751,75.51781502076007,57.05185673441987,0.911504424778761,1.0,0.954581993569132,0.9989686605895272,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0782,random_weight_threshold,0.4505014787936521,0.1769792548008882,0.2082530639655399,0.0745009114692499,0.0897652909706699,86.6934140293582,77.18163270674293,61.40917493885541,0.9380530973451328,1.0,0.9683029453015428,0.997346796194025,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0783,random_weight_threshold,0.3343868892238884,0.2168055757912214,0.1570572018526092,0.1183584384804708,0.1733918946518101,84.71096851798455,77.0783901675173,64.66117972266127,0.8495575221238938,1.0,0.9357460614777402,0.9970390578215452,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0784,random_weight_threshold,0.2832523275074593,0.1934550849666262,0.2003705398140397,0.1628873330756191,0.1600347146362554,84.36428312800534,76.57120638359865,61.86777195613977,0.911504424778761,1.0,0.9600056629149856,0.999001929602768,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0785,random_weight_threshold,0.4262630784572789,0.2482419630983609,0.1414018703120022,0.0731893099696805,0.1109037781626773,85.12198114518608,74.43445965873416,61.837176503504345,0.831858407079646,1.0,0.9214560087799524,0.995200944839976,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0786,random_weight_threshold,0.3672913075891004,0.2343611259842513,0.1166813068860989,0.1058411865201217,0.1758250730204275,85.61989676282613,73.62992056864877,60.070368616943206,0.8230088495575221,1.0,0.9149288564330348,0.9898779027214052,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0787,random_weight_threshold,0.308052834409449,0.2760954791034425,0.1980279319746257,0.107502547903973,0.1103212066085096,84.66152596339096,73.07575347915827,57.22969085160533,0.9292035398230089,1.0,0.964670939502892,0.996689733182514,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0788,random_weight_threshold,0.3545292899201965,0.2130898025392578,0.1505636312517638,0.0931627723564994,0.1886545039322822,83.49227343283256,77.09460699740228,62.25449899231941,0.8141592920353983,1.0,0.922346935436369,0.9955170004657664,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0789,random_weight_threshold,0.3259971531418014,0.2021865841867878,0.1314881178371703,0.10210563435236,0.2382225104818803,87.63828136213074,72.60217278556333,59.93587161224944,0.7787610619469026,1.0,0.8877409099940393,0.9922400026615212,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0790,random_weight_threshold,0.2748597211531344,0.2077570527188921,0.2792863584773703,0.1074860463483505,0.1306108213022524,84.1325973225649,74.0930796446961,64.04847492294849,0.8141592920353983,1.0,0.9155666251556662,0.9911254907179454,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0791,random_weight_threshold,0.405313579144554,0.1972997239936244,0.1758803103306627,0.0965839708635788,0.12492241566758,85.32404690804869,77.94218268454135,62.29675193230661,0.991150442477876,1.0,0.9957198590962464,0.9991516401623528,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0792,random_weight_threshold,0.2493610590947022,0.2476038386341593,0.2884295669269294,0.0757765597850726,0.1388289755591361,81.17666382241012,76.43814462913113,57.16011756874829,0.7345132743362832,1.0,0.8769420647596922,0.9930883624991684,0.8285714285714287,False,True,False,spike_noise > gaussian_noise > stuck_sensor > outage_block > time_shift > random_missing
random_weight_threshold_0793,random_weight_threshold,0.2575283846625182,0.2532765507815033,0.1748704448575386,0.0987374372815645,0.2155871824168753,85.77851645034701,74.47122797214953,60.09254121717549,0.8407079646017699,1.0,0.9265650949527042,0.996315456783552,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0794,random_weight_threshold,0.3297284155153608,0.1572270544395281,0.2227898514386442,0.1381722840109462,0.1520823945955206,86.29237639095858,78.01038182175174,61.35595361570836,0.9292035398230089,1.0,0.9647535870243292,0.9958413733448668,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0795,random_weight_threshold,0.2314139738421293,0.2628120370296127,0.186086133145977,0.1271785289847389,0.1925093269975419,83.70369659528275,75.73742835895766,63.79176464229584,0.8053097345132744,1.0,0.91492128678987,0.9975131412602304,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0796,random_weight_threshold,0.3069255208793062,0.2075988575462068,0.259870519558365,0.0889158384888145,0.1366892635273073,82.58879098826839,73.82719680215911,58.11632469529752,0.9026548672566372,1.0,0.9539953366149746,0.9947601304145322,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0797,random_weight_threshold,0.2987476007706828,0.2272848494488766,0.2137436683729786,0.0989176350828639,0.1613062463245979,85.56200136612583,75.37555113085367,54.05760856087961,0.9026548672566372,1.0,0.9487359260939496,0.999717213387451,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
random_weight_threshold_0798,random_weight_threshold,0.2330059455770956,0.2413553230383828,0.1952121012638827,0.1195894755963155,0.2108371545243232,85.53294497208849,72.29420624194647,55.776769859755895,0.911504424778761,1.0,0.954854174990012,0.99812861800519,1.0,True,True,True,stuck_sensor > spike_noise > gaussian_noise > outage_block > time_shift > random_missing
